id,company_name,location,sector,near_term_status,near_term_target_year
1266,Electro Aço Altona S.A.,Brasil,"Mineração - Ferro, Alumínio e Outros Metais",Metas definidas,2033
1267,Eletroligas Ltda,Brasil,"Mineração - Ferro, Alumínio e Outros Metais",Metas definidas,2030
1268,Esmaltec S.A.,Brasil,"Bens de Consumo Duráveis, Produtos Domésticos e Pessoais",Compromisso removido,Não Informado
1269,Fábrica de Papel e Papelão Nossa Senhora da Penha S/A,Brasil,Produtos Florestais,Comprometido,Não Informado
1270,Farmax,Brasil,"Bens de Consumo Duráveis, Produtos Domésticos e Pessoais",Compromisso removido,Não Informado
1271,Fundição Moreno Ltda,Brasil,"Mineração - Ferro, Alumínio e Outros Metais",Metas definidas,2030
1272,Funfer Fundição de Ferro LTDA,Brasil,"Mineração - Ferro, Alumínio e Outros Metais",Metas definidas,2030
1273,Gelopar Refrigeração Paranaense Ltda,Brasil,Equipamento e Maquinário Elétrico,Metas definidas,2030
1274,GERAÇÃO MAIS CRIATIVA LTDA,Brasil,Mídia,Metas definidas,2030
1275,GLOBALPACK INDUSTRIA E COMERCIO LTDA.,Brasil,Recipientes e Embalagens,Comprometido,Não Informado
1276,GOL (GOL Linhas Aéreas S.A.),Brasil,Transporte Aéreo - Companhias Aéreas,Compromisso removido,Não Informado
1277,green4T,Brasil,Serviços Profissionais,Metas definidas,2030
1278,Grupo Boticário,Brasil,"Bens de Consumo Duráveis, Produtos Domésticos e Pessoais",Comprometido,Não Informado
1279,Grupo CCR,Brasil,Transporte Terrestre - Estradas e Trilhos,Metas definidas,2033
1280,Grupo Malwee,Brasil,"Têxtil, Vestuário, Calçados e Artigos de Luxo",Metas definidas,2030
1281,Grupo SOMA,Brasil,Varejo,Metas definidas,2030
1282,ICOMON TECNOLOGIA LTDA.,Brasil,Serviços de Telecomunicação,Comprometido,Não Informado
1283,Iguá Saneamento S.A.,Brasil,Companhias de Água,Compromisso removido,Não Informado
1284,Iochpe-Maxion S.A.,Brasil,Automóveis e Componentes,Comprometido,Não Informado
1285,ITALBRONZE LTDA,Brasil,"Mineração - Ferro, Alumínio e Outros Metais",Metas definidas,2030
1286,JBS,Brasil,Processamento de Alimentos e Bebidas,Compromisso removido,Não Informado
1287,Klabin S.A.,Brasil,Produtos Florestais,Metas definidas,2030
1288,Leroy Merlin Companhia Brasileira de Bricolagem,Brasil,Varejo,Comprometido,Não Informado
1289,Lojas Renner S.A.,Brasil,"Têxtil, Vestuário, Calçados e Artigos de Luxo",Metas definidas,2030
1290,Lojas Riachuelo S/A,Brasil,"Têxtil, Vestuário, Calçados e Artigos de Luxo",Metas definidas,2030
1291,MARBOW RESINAS,Brasil,Produtos Químicos,Comprometido,Não Informado
1292,Marfrig Global Foods S.A.,Brasil,Processamento de Alimentos e Bebidas,Metas definidas,2035
1293,"Mattos Filho, Veiga Filho, Marrey Jr and Quiroga Advogados",Brasil,Serviços Profissionais,Metas definidas,2030
1294,Metalfrio Solutions S.A.,Brasil,Equipamento e Maquinário Elétrico,Metas definidas,2031
1295,MILLS LOCAÇÃO SERVIÇOS E LOGÍSTICA S/A,Brasil,"Empresas, Distribuidoras, Serviços e Suprimentos Comerciais",Metas definidas,2033
1296,MIROW & CO. DO BRASIL CONSULTORIA LTDA,Brasil,Serviços Profissionais,Metas definidas,2030
1297,Movida Participações S.A,Brasil,Transporte Terrestre - Caminhões,Metas definidas,2030
1298,MRV Engenharia e Participações S.A,Brasil,Construção Residencial,Metas definidas,2030
1299,Natura & Co,Brasil,"Bens de Consumo Duráveis, Produtos Domésticos e Pessoais",Metas definidas,2030
1300,Neoenergia S.A,Brasil,"Companhias de Energia Elétrica, Produtores Independentes e Comerciantes de Energia (incluindo Fóssil, Alternativa e Nuclear)",Comprometido,Não Informado
1301,Odata Brasil S.A.,Brasil,Imóveis,Metas definidas,2030
1302,OMR COMPONENTES AUTOMOTIVOS LTDA,Brasil,Automóveis e Componentes,Comprometido,Não Informado
1303,Oz Produções Audiovisuais e Comunicação Ltda,Brasil,Mídia,Metas definidas,2030
1304,PAMA MECANICA E FUNDIÇÃO LTDA,Brasil,"Mineração - Outros (Minerais Raros, Metais Preciosos e Gemas)",Metas definidas,2030
1305,Polistampo Indústria Metalúrgica Ltda.,Brasil,Automóveis e Componentes,Comprometido,Não Informado
1306,Pontes Industria de Cera Ltda,Brasil,Produtos Químicos,Metas definidas,2030
1307,PPE   FIOS ESMALTADOS S.A,Brasil,Automóveis e Componentes,Comprometido,Não Informado
1308,Rudolph Usinados SA,Brasil,Automóveis e Componentes,Metas definidas,2030
1309,RV Soluções Industriais Ltda.,Brasil,Equipamento e Maquinário Elétrico,Metas definidas,2030
1310,Sabará Participações,Brasil,Produtos Químicos,Metas definidas,2030
1311,SADA Siderurgia LTDA,Brasil,Automóveis e Componentes,Comprometido,Não Informado
1312,Savasa Impressores Ltda,Brasil,"Empresas, Distribuidoras, Serviços e Suprimentos Comerciais",Metas definidas,2030
1313,SERC Industrial,Brasil,"Mineração - Ferro, Alumínio e Outros Metais",Metas definidas,2030
1314,Sucocítrico Cutrale,Brasil,Processamento de Alimentos e Bebidas,Comprometido,Não Informado
1315,Suzano S/A,Brasil,Produtos Florestais,Comprometido,Não Informado
1316,Tecnova Preparação de Materiais,Brasil,Companhias de Gestão de Resíduos Sólidos,Metas definidas,2030
1317,Tel telecomunicações Ltda,Brasil,Serviços de Telecomunicação,Comprometido,Não Informado
1318,Termotécnica Ltda.,Brasil,Produtos Químicos,Comprometido,Não Informado
1319,Tutiplast Industria e Comercio Ltda,Brasil,"Bens de Consumo Duráveis, Produtos Domésticos e Pessoais",Comprometido,Não Informado
1320,UNICARGO TRANSPORTES E CARGAS LTDA,Brasil,Transporte Terrestre - Caminhões,Metas definidas,2030
1321,UNIFERCO COMERCIO DE FERRO E AÇO LTDA,Brasil,Companhias de Gestão de Resíduos Sólidos,Metas definidas,2030
1322,UNION PROJETOS INDUSTRIAIS LTDA,Brasil,Construção e Engenharia,Metas definidas,2030
1323,USIMECA USINAGEM INDUSTRIAL,Brasil,"Mineração - Ferro, Alumínio e Outros Metais",Metas definidas,2030
1324,Vale S.A.,Brasil,"Mineração - Ferro, Alumínio e Outros Metais",Compromisso removido,Não Informado
1325,Vidroporto S.A.,Brasil,Recipientes e Embalagens,Compromisso removido,Não Informado
1326,Votorantim Cimentos,Brasil,Materiais de Construção,Metas definidas,2030
1327,"Zanettini, Barossi S/A Indústria e Comércio",Brasil,Automóveis e Componentes,Comprometido,Não Informado
1328,AMPECO,Bulgaria,Software e Serviços,Metas definidas,2030
1329,Boni Holding AD,Bulgaria,Processamento de Alimentos e Bebidas,Comprometido,Não Informado
1330,Cargo Air Ltd,Bulgaria,Transporte Aéreo - Companhias Aéreas,Comprometido,Não Informado
1331,Insight Events,Bulgaria,"Hotéis, Restaurantes, Lazer e Serviços de Turismo",Metas definidas,2030
1332,Kres-D Ltd,Bulgaria,Equipamento e Maquinário Elétrico,Metas definidas,2030
1333,TED BED EAD,Bulgaria,"Bens de Consumo Duráveis, Produtos Domésticos e Pessoais",Comprometido,Não Informado
1334,"DIN HAN ENTERPRISE CO., LTD",Camboja,"Têxtil, Vestuário, Calçados e Artigos de Luxo",Compromisso removido,Não Informado
1335,"DIN LING GARMENT CO., LTD",Camboja,"Têxtil, Vestuário, Calçados e Artigos de Luxo",Compromisso removido,Não Informado
1336,"Eastcrown Footwear Industry Co., Ltd",Camboja,"Têxtil, Vestuário, Calçados e Artigos de Luxo",Metas definidas,2030
1337,"Elite (Camboja) Co., Ltd.",Camboja,"Têxtil, Vestuário, Calçados e Artigos de Luxo",Comprometido,Não Informado
1338,"Olive Apparel (Camboja) Co., Ltd.",Camboja,"Têxtil, Vestuário, Calçados e Artigos de Luxo",Metas definidas,2024
1339,Shoe Premier II (Camboja) CO. Limited,Camboja,"Têxtil, Vestuário, Calçados e Artigos de Luxo",Metas definidas,2030
1340,Top Sports Textile Limited,Camboja,"Têxtil, Vestuário, Calçados e Artigos de Luxo",Metas definidas,2030
1341,"Advanced Chemistry Development, Inc. (ACD/Labs)",Canada,Software e Serviços,Metas definidas,2030
1342,Aecon Group Inc.,Canada,Construção e Engenharia,Metas definidas,2032
1343,Agropur Cooperative,Canada,Processamento de Alimentos e Bebidas,Metas definidas,2031
1344,ALDO Group Inc.,Canada,"Têxtil, Vestuário, Calçados e Artigos de Luxo",Metas definidas,2030
1345,Alimentiv Inc.,Canada,"Produtos Farmacêuticos, Biotecnologia e Ciências Biológicas",Comprometido,Não Informado
1346,Allied Properties Real Estate Investment Trust,Canada,Imóveis,Comprometido,Não Informado
1347,Altasciences,Canada,"Produtos Farmacêuticos, Biotecnologia e Ciências Biológicas",Comprometido,Não Informado
1348,AMR LLP,Canada,Serviços Profissionais,Metas definidas,2030
1349,Appnovation,Canada,Serviços Profissionais,Metas definidas,2030
1350,"Arc'teryx Equipment, a division of Amer Sports Canada Inc.",Canada,"Têxtil, Vestuário, Calçados e Artigos de Luxo",Metas definidas,2030
1351,Aritzia LP,Canada,"Têxtil, Vestuário, Calçados e Artigos de Luxo",Comprometido,Não Informado
1352,AtkinsRéalis,Canada,Construção e Engenharia,Compromisso removido,Não Informado
1353,Aya Gold & Silver,Canada,"Mineração - Outros (Minerais Raros, Metais Preciosos e Gemas)",Comprometido,Não Informado
1354,BCE Inc.,Canada,Serviços de Telecomunicação,Metas definidas,2030
1355,BDO Canada LLP,Canada,Serviços Profissionais,Comprometido,Não Informado
1356,BELFOR Canada Inc.,Canada,Serviços Especializados ao Consumidor,Comprometido,Não Informado
1357,Beneva,Canada,"Bancos, Finanças Diversas e Seguros",Comprometido,Não Informado
1358,BGIS,Canada,"Empresas, Distribuidoras, Serviços e Suprimentos Comerciais",Compromisso removido,Não Informado
1359,Bioscript Pharmacy Ltd,Canada,"Tecnologia, Provedores e Serviços de Saúde",Comprometido,Não Informado
1360,Bird Construction Inc,Canada,Construção e Engenharia,Comprometido,Não Informado
1361,bMod,Canada,Mídia,Metas definidas,2030
1362,BORALEX Inc.,Canada,"Companhias de Energia Elétrica, Produtores Independentes e Comerciantes de Energia (incluindo Fóssil, Alternativa e Nuclear)",Metas definidas,2030
1363,Boutique la Vie en Rose Inc.,Canada,"Têxtil, Vestuário, Calçados e Artigos de Luxo",Comprometido,Não Informado
1364,Broadstreet Health Economics & Outcomes Research Inc.,Canada,Serviços Profissionais,Metas definidas,2030
1365,CAE Inc.,Canada,Aeroespacial e Defesa,Metas definidas,2033
1366,Canada Goose,Canada,"Têxtil, Vestuário, Calçados e Artigos de Luxo",Comprometido,Não Informado
1367,Canada Post | Postes Canada,Canada,Transporte Aéreo de Carga e Logística,Metas definidas,2030
1368,Canadian National Railway Company,Canada,Transporte Terrestre - Estradas de Ferro,Metas definidas,2030
1369,Canadian Solar Inc.,Canada,Semicondutores e Equipamentos,Comprometido,Não Informado
1370,Canfor,Canada,Produtos Florestais,Comprometido,Não Informado
1371,Cargojet Airways Ltd.,Canada,Transporte Aéreo - Companhias Aéreas,Compromisso removido,Não Informado
1372,Cascades Inc.,Canada,Produtos Florestais,Metas definidas,2030
1373,CBCL Limited,Canada,Serviços Profissionais,Metas definidas,2030
1374,"CCL Industries, Inc.",Canada,"Empresas, Distribuidoras, Serviços e Suprimentos Comerciais",Metas definidas,2030
1375,Celestica,Canada,Hardware e Equipamento de Tecnologia,Metas definidas,2025
1376,CellCarta,Canada,"Produtos Farmacêuticos, Biotecnologia e Ciências Biológicas",Comprometido,Não Informado
1377,CGI Inc,Canada,Software e Serviços,Comprometido,Não Informado
1378,CGI IT UK LTD,Canada,Software e Serviços,Metas definidas,2030
1379,Choice Properties REIT,Canada,Imóveis,Metas definidas,2030
1380,Cogeco Inc.,Canada,Serviços de Telecomunicação,Metas definidas,2030
1381,Colliers International,Canada,Imóveis,Metas definidas,2030
1382,Consolidated Dealers Co-Operative Inc.,Canada,"Empresas, Distribuidoras, Serviços e Suprimentos Comerciais",Metas definidas,2030
1383,Cox & Palmer,Canada,Serviços Profissionais,Metas definidas,2030
1384,CPKC,Canada,Transporte Terrestre - Estradas de Ferro,Metas definidas,2030
1385,Crombie REIT,Canada,Imóveis,Metas definidas,2030
1386,Crystal Claire Cosmetics Inc.,Canada,"Bens de Consumo Duráveis, Produtos Domésticos e Pessoais",Metas definidas,2030
1387,CSN Collision Centres,Canada,Serviços Profissionais,Metas definidas,2030
1388,Curatio Networks Inc.,Canada,"Tecnologia, Provedores e Serviços de Saúde",Metas definidas,2030
1389,Data Communications Management Ltd.,Canada,"Empresas, Distribuidoras, Serviços e Suprimentos Comerciais",Metas definidas,2030
1390,Definity Financial Corporation,Canada,"Bancos, Finanças Diversas e Seguros",Comprometido,Não Informado
1391,Delmar International Inc,Canada,Transporte Aéreo de Carga e Logística,Compromisso removido,Não Informado
1392,Desjardins Group,Canada,"Bancos, Finanças Diversas e Seguros",Metas definidas,2028
1393,Dutton Brock LLP,Canada,Serviços Profissionais,Metas definidas,2030
1394,Ecosystem Energy Services,Canada,Construção e Engenharia,Metas definidas,2030
1395,Element Fleet Management,Canada,Transporte Terrestre - Caminhões,Metas definidas,2034
1396,EllisDon Corporation,Canada,Construção e Engenharia,Metas definidas,2030
1397,Empire Company Limited and Sobeys Inc.,Canada,Varejo de Alimentos e Bens Essenciais,Metas definidas,2030
1398,Everest Clinical Research Corporation,Canada,"Produtos Farmacêuticos, Biotecnologia e Ciências Biológicas",Comprometido,Não Informado
1399,First Capital REIT,Canada,Imóveis,Metas definidas,2030
1400,Flaherty McCarthy LLP,Canada,Serviços Profissionais,Metas definidas,2030
1401,Fosters Law LLP,Canada,Serviços Profissionais,Metas definidas,2030
1402,Geotab,Canada,Software e Serviços,Metas definidas,2030
1403,Gildan Activewear Inc.,Canada,"Têxtil, Vestuário, Calçados e Artigos de Luxo",Metas definidas,2030
1404,Hatch,Canada,Serviços Profissionais,Comprometido,Não Informado
1405,Herschel Supply Company Ltd.,Canada,"Têxtil, Vestuário, Calçados e Artigos de Luxo",Metas definidas,2030
1406,"Holt, Renfrew & Co., Limited",Canada,Varejo,Metas definidas,2030
1407,Husky Technologies,Canada,Equipamento e Maquinário Elétrico,Comprometido,Não Informado
1408,Impact Auto Auctions LTD,Canada,Serviços Especializados ao Consumidor,Comprometido,Não Informado
1409,Impact Medicom Inc,Canada,Mídia,Metas definidas,2030
1410,Information Communication Services (ICS) Inc.,Canada,Transporte Terrestre - Caminhões,Comprometido,Não Informado
1411,Integrated Market Solutions Inc.,Canada,Serviços de Telecomunicação,Metas definidas,2030
1412,Integricon Property Restoration and Construction Group,Canada,Construção e Engenharia,Comprometido,Não Informado
1413,InterRent REIT,Canada,Imóveis,Compromisso removido,Não Informado
1414,Island Opportunities Inc.,Canada,Transporte Terrestre - Caminhões,Metas definidas,2030
1415,Ivanhoé Cambridge,Canada,Imóveis,Compromisso removido,Não Informado
1416,KingSett Capital,Canada,Imóveis,Comprometido,Não Informado
1417,Klick Inc.,Canada,Serviços Profissionais,Comprometido,Não Informado
1418,Kostyniuk & Greenside Lawyers,Canada,Serviços Profissionais,Metas definidas,2030
1419,Lassonde Industries Inc.,Canada,Processamento de Alimentos e Bebidas,Comprometido,Não Informado
1420,"League, Inc.",Canada,Software e Serviços,Compromisso removido,Não Informado
1421,Litens Automotive Group,Canada,Automóveis e Componentes,Comprometido,Não Informado
1422,Loblaw Companies Limited,Canada,Varejo,Metas definidas,2030
1423,lululemon,Canada,"Têxtil, Vestuário, Calçados e Artigos de Luxo",Metas definidas,2030
1424,LUSH Handmade Cosmetics,Canada,"Bens de Consumo Duráveis, Produtos Domésticos e Pessoais",Metas definidas,2030
1425,Magna International Inc.,Canada,Automóveis e Componentes,Metas definidas,2030
1426,Manulife Financial Corporation,Canada,"Bancos, Finanças Diversas e Seguros",Comprometido,Não Informado
1427,Maple Leaf Foods Inc.,Canada,Processamento de Alimentos e Bebidas,Metas definidas,2030
1428,McCain Foods Limited,Canada,Processamento de Alimentos e Bebidas,Metas definidas,2030
1429,MEC Mountain Equipment Company,Canada,Varejo,Metas definidas,2030
1430,Mejuri,Canada,"Têxtil, Vestuário, Calçados e Artigos de Luxo",Metas definidas,2030
1431,Mercer International,Canada,Produtos Florestais,Metas definidas,2030
1432,METRO,Canada,Varejo de Alimentos e Bens Essenciais,Comprometido,Não Informado
1433,Minto Apartment REIT,Canada,Imóveis,Compromisso removido,Não Informado
1434,Minto Properties Inc,Canada,Imóveis,Compromisso removido,Não Informado
1435,Mitel Networks(International) Limited,Canada,Hardware e Equipamento de Tecnologia,Comprometido,Não Informado
1436,Monstercat Inc.,Canada,Mídia,Metas definidas,2030
1437,Morrison Hershfield Group Inc.,Canada,Construção e Engenharia,Comprometido,Não Informado
1438,Multiplex Construction Canada,Canada,Construção e Engenharia,Metas definidas,2035
1439,Native Shoes,Canada,"Têxtil, Vestuário, Calçados e Artigos de Luxo",Metas definidas,2030
1440,NAV CANADA,Canada,Aeroespacial e Defesa,Comprometido,Não Informado
1441,New Society Publishers,Canada,Mídia,Metas definidas,2030
1442,New Way Trucking Ltd.,Canada,Transporte Terrestre - Caminhões,Comprometido,Não Informado
1443,Nexii Building Solutions Inc.,Canada,Insumos de Construção,Compromisso removido,Não Informado
1444,Nexus Systems Group Inc.,Canada,Serviços Profissionais,Metas definidas,2030
1445,Nutrien Ltd.,Canada,Produção de Alimentos Agrícolas,Compromisso removido,Não Informado
1446,Open Farm Inc.,Canada,Processamento de Alimentos e Bebidas,Metas definidas,2030
1447,Open Text Corporation,Canada,Software e Serviços,Comprometido,Não Informado
1448,OSF Global Services INC.,Canada,Software e Serviços,Comprometido,Não Informado
1449,Outpost379 Inc.,Canada,Serviços Profissionais,Metas definidas,2030
1450,Parker Pad & Printing Ltd.,Canada,Produtos Florestais,Metas definidas,2030
1451,Peak RSG Services Inc.,Canada,Serviços Especializados ao Consumidor,Metas definidas,2030
1452,Peel Plastic Products Limited,Canada,Recipientes e Embalagens,Comprometido,Não Informado
1453,Platinum Pro-Clam Restoration Ltd.,Canada,Materiais de Construção,Metas definidas,2030
1454,Priority Mailroom Services,Canada,Transporte Aéreo de Carga e Logística,Metas definidas,2030
1455,ProNav Technologies Ltd.,Canada,Software e Serviços,Metas definidas,2030
